VENDA -> LOJA: Loja3, CLIENTE: 5, ID: 1, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 17, ID: 104, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 12, ID: 107, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 20, ID: 110, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 4, ID: 112, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 5, ID: 115, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 7, ID: 119, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 20, ID: 121, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 9, ID: 122, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 20, ID: 125, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 10, ID: 127, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 20, ID: 130, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 12, ID: 133, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 3, ID: 137, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 19, ID: 140, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 7, ID: 142, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 19, ID: 143, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 17, ID: 150, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 7, ID: 156, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 15, ID: 158, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 6, ID: 160, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 11, ID: 161, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 6, ID: 165, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 17, ID: 168, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 13, ID: 171, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 10, ID: 176, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 19, ID: 178, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 15, ID: 180, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 5, ID: 183, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 10, ID: 185, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 15, ID: 188, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 10, ID: 190, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 8, ID: 193, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 20, ID: 194, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 16, ID: 197, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 15, ID: 204, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 17, ID: 208, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 15, ID: 212, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 12, ID: 214, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 18, ID: 216, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 12, ID: 224, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 4, ID: 226, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 17, ID: 230, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 8, ID: 233, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 17, ID: 239, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 1, ID: 241, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 17, ID: 244, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 18, ID: 247, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 11, ID: 249, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 15, ID: 253, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 20, ID: 259, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 12, ID: 261, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 17, ID: 263, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 12, ID: 268, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 17, ID: 271, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 11, ID: 274, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 12, ID: 276, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 8, ID: 278, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 19, ID: 280, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 15, ID: 281, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 16, ID: 283, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 8, ID: 286, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 18, ID: 287, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 10, ID: 291, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 20, ID: 292, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 10, ID: 297, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 18, ID: 306, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 3, ID: 308, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 5, ID: 309, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 3, ID: 312, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 13, ID: 315, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 20, ID: 319, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 18, ID: 321, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 3, ID: 324, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 7, ID: 327, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 3, ID: 331, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 13, ID: 332, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 16, ID: 336, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 20, ID: 343, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 3, ID: 346, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 16, ID: 349, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 6, ID: 351, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 3, ID: 355, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 6, ID: 359, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 7, ID: 363, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 11, ID: 365, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 10, ID: 368, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 15, ID: 369, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 6, ID: 372, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 8, ID: 374, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 10, ID: 376, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 11, ID: 378, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 4, ID: 380, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 10, ID: 382, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 3, ID: 385, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 4, ID: 387, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 3, ID: 391, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 8, ID: 395, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 3, ID: 398, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 11, ID: 400, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 4, ID: 401, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 6, ID: 408, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 11, ID: 410, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 9, ID: 412, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 2, ID: 414, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 6, ID: 416, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 14, ID: 418, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 6, ID: 420, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 9, ID: 422, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 14, ID: 425, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 9, ID: 427, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 15, ID: 429, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 9, ID: 431, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 9, ID: 434, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 2, ID: 436, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 14, ID: 439, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 14, ID: 441, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 14, ID: 442, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 6, ID: 445, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 15, ID: 448, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 15, ID: 453, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 9, ID: 456, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 9, ID: 459, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 15, ID: 461, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 15, ID: 462, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 9, ID: 467, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 9, ID: 470, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 11, ID: 472, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 15, ID: 474, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 15, ID: 476, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 17, ID: 480, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 7, ID: 487, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 18, ID: 483, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 11, ID: 489, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 13, ID: 478, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 11, ID: 491, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja3, CLIENTE: 10, ID: 494, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 8, ID: 498, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 4, ID: 496, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja3, CLIENTE: 8, ID: 500, COR: GREEN, TIPO: SEDAN
