CLIENTE: 5, LOJA: Loja3, ID: 1, COR: RED, TIPO: SUV
CLIENTE: 20, LOJA: Loja3, ID: 194, COR: GREEN, TIPO: SEDAN
CLIENTE: 17, LOJA: Loja2, ID: 196, COR: RED, TIPO: SEDAN
CLIENTE: 15, LOJA: Loja1, ID: 195, COR: BLUE, TIPO: SUV
CLIENTE: 16, LOJA: Loja3, ID: 197, COR: GREEN, TIPO: SUV
CLIENTE: 8, LOJA: Loja2, ID: 198, COR: BLUE, TIPO: SEDAN
CLIENTE: 1, LOJA: Loja1, ID: 199, COR: RED, TIPO: SUV
CLIENTE: 20, LOJA: Loja2, ID: 200, COR: GREEN, TIPO: SEDAN
CLIENTE: 17, LOJA: Loja1, ID: 201, COR: BLUE, TIPO: SUV
CLIENTE: 8, LOJA: Loja2, ID: 203, COR: GREEN, TIPO: SUV
CLIENTE: 1, LOJA: Loja1, ID: 202, COR: RED, TIPO: SEDAN
CLIENTE: 15, LOJA: Loja3, ID: 204, COR: BLUE, TIPO: SEDAN
CLIENTE: 19, LOJA: Loja2, ID: 205, COR: RED, TIPO: SUV
CLIENTE: 1, LOJA: Loja2, ID: 207, COR: BLUE, TIPO: SUV
CLIENTE: 11, LOJA: Loja1, ID: 206, COR: GREEN, TIPO: SEDAN
CLIENTE: 17, LOJA: Loja3, ID: 208, COR: RED, TIPO: SEDAN
CLIENTE: 12, LOJA: Loja1, ID: 209, COR: GREEN, TIPO: SUV
CLIENTE: 6, LOJA: Loja1, ID: 210, COR: BLUE, TIPO: SEDAN
CLIENTE: 15, LOJA: Loja3, ID: 212, COR: GREEN, TIPO: SEDAN
CLIENTE: 19, LOJA: Loja2, ID: 211, COR: RED, TIPO: SUV
CLIENTE: 18, LOJA: Loja1, ID: 213, COR: BLUE, TIPO: SUV
CLIENTE: 6, LOJA: Loja1, ID: 215, COR: GREEN, TIPO: SUV
CLIENTE: 12, LOJA: Loja3, ID: 214, COR: RED, TIPO: SEDAN
CLIENTE: 18, LOJA: Loja3, ID: 216, COR: BLUE, TIPO: SEDAN
CLIENTE: 1, LOJA: Loja2, ID: 217, COR: RED, TIPO: SUV
CLIENTE: 4, LOJA: Loja1, ID: 218, COR: GREEN, TIPO: SEDAN
CLIENTE: 6, LOJA: Loja2, ID: 219, COR: BLUE, TIPO: SUV
CLIENTE: 3, LOJA: Loja1, ID: 220, COR: RED, TIPO: SEDAN
CLIENTE: 18, LOJA: Loja2, ID: 221, COR: GREEN, TIPO: SUV
CLIENTE: 6, LOJA: Loja2, ID: 222, COR: BLUE, TIPO: SEDAN
CLIENTE: 1, LOJA: Loja1, ID: 223, COR: RED, TIPO: SUV
CLIENTE: 12, LOJA: Loja3, ID: 224, COR: GREEN, TIPO: SEDAN
CLIENTE: 8, LOJA: Loja2, ID: 225, COR: BLUE, TIPO: SUV
CLIENTE: 4, LOJA: Loja3, ID: 226, COR: RED, TIPO: SEDAN
CLIENTE: 12, LOJA: Loja2, ID: 227, COR: GREEN, TIPO: SUV
CLIENTE: 8, LOJA: Loja2, ID: 228, COR: BLUE, TIPO: SEDAN
CLIENTE: 18, LOJA: Loja1, ID: 229, COR: RED, TIPO: SUV
CLIENTE: 17, LOJA: Loja3, ID: 230, COR: GREEN, TIPO: SEDAN
CLIENTE: 4, LOJA: Loja1, ID: 231, COR: BLUE, TIPO: SUV
CLIENTE: 8, LOJA: Loja3, ID: 233, COR: GREEN, TIPO: SUV
CLIENTE: 12, LOJA: Loja2, ID: 234, COR: BLUE, TIPO: SEDAN
CLIENTE: 3, LOJA: Loja1, ID: 232, COR: RED, TIPO: SEDAN
CLIENTE: 18, LOJA: Loja2, ID: 235, COR: RED, TIPO: SUV
CLIENTE: 8, LOJA: Loja1, ID: 236, COR: GREEN, TIPO: SEDAN
CLIENTE: 1, LOJA: Loja2, ID: 237, COR: BLUE, TIPO: SUV
CLIENTE: 3, LOJA: Loja1, ID: 238, COR: RED, TIPO: SEDAN
CLIENTE: 17, LOJA: Loja3, ID: 239, COR: GREEN, TIPO: SUV
CLIENTE: 4, LOJA: Loja1, ID: 240, COR: BLUE, TIPO: SEDAN
CLIENTE: 1, LOJA: Loja3, ID: 241, COR: RED, TIPO: SUV
CLIENTE: 3, LOJA: Loja1, ID: 242, COR: GREEN, TIPO: SEDAN
CLIENTE: 8, LOJA: Loja2, ID: 243, COR: BLUE, TIPO: SUV
CLIENTE: 17, LOJA: Loja3, ID: 244, COR: RED, TIPO: SEDAN
CLIENTE: 4, LOJA: Loja1, ID: 245, COR: GREEN, TIPO: SUV
CLIENTE: 17, LOJA: Loja1, ID: 246, COR: BLUE, TIPO: SEDAN
CLIENTE: 18, LOJA: Loja3, ID: 247, COR: RED, TIPO: SUV
CLIENTE: 4, LOJA: Loja1, ID: 248, COR: GREEN, TIPO: SEDAN
CLIENTE: 1, LOJA: Loja2, ID: 250, COR: RED, TIPO: SEDAN
CLIENTE: 11, LOJA: Loja3, ID: 249, COR: BLUE, TIPO: SUV
CLIENTE: 8, LOJA: Loja1, ID: 251, COR: GREEN, TIPO: SUV
CLIENTE: 18, LOJA: Loja2, ID: 252, COR: BLUE, TIPO: SEDAN
CLIENTE: 15, LOJA: Loja3, ID: 253, COR: RED, TIPO: SUV
CLIENTE: 11, LOJA: Loja2, ID: 255, COR: BLUE, TIPO: SUV
CLIENTE: 12, LOJA: Loja1, ID: 254, COR: GREEN, TIPO: SEDAN
CLIENTE: 12, LOJA: Loja2, ID: 256, COR: RED, TIPO: SEDAN
CLIENTE: 3, LOJA: Loja1, ID: 257, COR: GREEN, TIPO: SUV
CLIENTE: 18, LOJA: Loja2, ID: 258, COR: BLUE, TIPO: SEDAN
CLIENTE: 20, LOJA: Loja3, ID: 259, COR: RED, TIPO: SUV
CLIENTE: 17, LOJA: Loja2, ID: 260, COR: GREEN, TIPO: SEDAN
CLIENTE: 12, LOJA: Loja3, ID: 261, COR: BLUE, TIPO: SUV
CLIENTE: 3, LOJA: Loja2, ID: 262, COR: RED, TIPO: SEDAN
CLIENTE: 17, LOJA: Loja3, ID: 263, COR: GREEN, TIPO: SUV
CLIENTE: 19, LOJA: Loja2, ID: 264, COR: BLUE, TIPO: SEDAN
CLIENTE: 18, LOJA: Loja1, ID: 265, COR: RED, TIPO: SUV
CLIENTE: 17, LOJA: Loja1, ID: 266, COR: GREEN, TIPO: SEDAN
CLIENTE: 3, LOJA: Loja2, ID: 267, COR: BLUE, TIPO: SUV
CLIENTE: 12, LOJA: Loja3, ID: 268, COR: RED, TIPO: SEDAN
CLIENTE: 18, LOJA: Loja2, ID: 269, COR: GREEN, TIPO: SUV
CLIENTE: 17, LOJA: Loja3, ID: 271, COR: RED, TIPO: SUV
CLIENTE: 20, LOJA: Loja1, ID: 272, COR: GREEN, TIPO: SEDAN
CLIENTE: 12, LOJA: Loja2, ID: 270, COR: BLUE, TIPO: SEDAN
CLIENTE: 8, LOJA: Loja2, ID: 273, COR: BLUE, TIPO: SUV
CLIENTE: 11, LOJA: Loja3, ID: 274, COR: RED, TIPO: SEDAN
CLIENTE: 18, LOJA: Loja1, ID: 275, COR: GREEN, TIPO: SUV
CLIENTE: 12, LOJA: Loja3, ID: 276, COR: BLUE, TIPO: SEDAN
CLIENTE: 20, LOJA: Loja2, ID: 277, COR: RED, TIPO: SUV
CLIENTE: 8, LOJA: Loja3, ID: 278, COR: GREEN, TIPO: SEDAN
CLIENTE: 11, LOJA: Loja1, ID: 279, COR: BLUE, TIPO: SUV
CLIENTE: 19, LOJA: Loja3, ID: 280, COR: RED, TIPO: SEDAN
CLIENTE: 15, LOJA: Loja3, ID: 281, COR: GREEN, TIPO: SUV
CLIENTE: 8, LOJA: Loja1, ID: 282, COR: BLUE, TIPO: SEDAN
CLIENTE: 16, LOJA: Loja3, ID: 283, COR: RED, TIPO: SUV
CLIENTE: 19, LOJA: Loja1, ID: 284, COR: GREEN, TIPO: SEDAN
CLIENTE: 18, LOJA: Loja2, ID: 285, COR: BLUE, TIPO: SUV
CLIENTE: 8, LOJA: Loja3, ID: 286, COR: RED, TIPO: SEDAN
CLIENTE: 18, LOJA: Loja3, ID: 287, COR: GREEN, TIPO: SUV
CLIENTE: 15, LOJA: Loja2, ID: 288, COR: BLUE, TIPO: SEDAN
CLIENTE: 20, LOJA: Loja1, ID: 289, COR: RED, TIPO: SUV
CLIENTE: 8, LOJA: Loja1, ID: 290, COR: GREEN, TIPO: SEDAN
CLIENTE: 10, LOJA: Loja3, ID: 291, COR: BLUE, TIPO: SUV
CLIENTE: 19, LOJA: Loja2, ID: 293, COR: GREEN, TIPO: SUV
CLIENTE: 20, LOJA: Loja3, ID: 292, COR: RED, TIPO: SEDAN
CLIENTE: 15, LOJA: Loja1, ID: 294, COR: BLUE, TIPO: SEDAN
CLIENTE: 3, LOJA: Loja2, ID: 295, COR: RED, TIPO: SUV
CLIENTE: 11, LOJA: Loja1, ID: 296, COR: GREEN, TIPO: SEDAN
CLIENTE: 10, LOJA: Loja3, ID: 297, COR: BLUE, TIPO: SUV
CLIENTE: 15, LOJA: Loja1, ID: 298, COR: RED, TIPO: SEDAN
CLIENTE: 20, LOJA: Loja2, ID: 299, COR: GREEN, TIPO: SUV
CLIENTE: 11, LOJA: Loja1, ID: 300, COR: BLUE, TIPO: SEDAN
CLIENTE: 10, LOJA: Loja2, ID: 301, COR: RED, TIPO: SUV
CLIENTE: 20, LOJA: Loja1, ID: 302, COR: GREEN, TIPO: SEDAN
CLIENTE: 19, LOJA: Loja2, ID: 303, COR: BLUE, TIPO: SUV
CLIENTE: 3, LOJA: Loja1, ID: 304, COR: RED, TIPO: SEDAN
CLIENTE: 10, LOJA: Loja2, ID: 305, COR: GREEN, TIPO: SUV
CLIENTE: 18, LOJA: Loja3, ID: 306, COR: BLUE, TIPO: SEDAN
CLIENTE: 12, LOJA: Loja1, ID: 307, COR: RED, TIPO: SUV
CLIENTE: 3, LOJA: Loja3, ID: 308, COR: GREEN, TIPO: SEDAN
CLIENTE: 5, LOJA: Loja3, ID: 309, COR: RED, TIPO: SEDAN
CLIENTE: 18, LOJA: Loja1, ID: 310, COR: BLUE, TIPO: SUV
CLIENTE: 18, LOJA: Loja2, ID: 311, COR: GREEN, TIPO: SUV
CLIENTE: 3, LOJA: Loja3, ID: 312, COR: BLUE, TIPO: SEDAN
CLIENTE: 17, LOJA: Loja1, ID: 313, COR: RED, TIPO: SUV
CLIENTE: 16, LOJA: Loja2, ID: 314, COR: GREEN, TIPO: SEDAN
CLIENTE: 13, LOJA: Loja3, ID: 315, COR: BLUE, TIPO: SUV
CLIENTE: 3, LOJA: Loja2, ID: 316, COR: RED, TIPO: SEDAN
CLIENTE: 18, LOJA: Loja1, ID: 317, COR: GREEN, TIPO: SUV
CLIENTE: 16, LOJA: Loja2, ID: 318, COR: BLUE, TIPO: SEDAN
CLIENTE: 20, LOJA: Loja3, ID: 319, COR: RED, TIPO: SUV
CLIENTE: 3, LOJA: Loja2, ID: 320, COR: GREEN, TIPO: SEDAN
CLIENTE: 18, LOJA: Loja3, ID: 321, COR: BLUE, TIPO: SUV
CLIENTE: 16, LOJA: Loja2, ID: 322, COR: RED, TIPO: SEDAN
