VENDA -> LOJA: Loja1, CLIENTE: 4, ID: 7, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 9, ID: 97, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 3, ID: 98, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 12, ID: 103, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 5, ID: 106, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 17, ID: 109, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 12, ID: 111, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 20, ID: 113, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 3, ID: 116, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 4, ID: 123, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 7, ID: 126, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 4, ID: 129, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 7, ID: 131, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 20, ID: 134, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 7, ID: 139, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 3, ID: 141, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 9, ID: 145, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 7, ID: 148, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 19, ID: 149, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 20, ID: 153, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 3, ID: 154, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 20, ID: 157, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 17, ID: 163, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 11, ID: 167, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 10, ID: 169, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 17, ID: 170, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 19, ID: 173, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 20, ID: 175, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 5, ID: 179, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 19, ID: 181, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 8, ID: 182, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 20, ID: 187, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 16, ID: 192, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 15, ID: 195, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 1, ID: 199, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 17, ID: 201, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 1, ID: 202, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 11, ID: 206, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 12, ID: 209, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 6, ID: 210, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 18, ID: 213, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 6, ID: 215, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 4, ID: 218, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 3, ID: 220, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 1, ID: 223, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 18, ID: 229, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 4, ID: 231, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 3, ID: 232, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 8, ID: 236, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 3, ID: 238, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 4, ID: 240, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 3, ID: 242, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 4, ID: 245, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 17, ID: 246, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 4, ID: 248, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 8, ID: 251, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 12, ID: 254, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 3, ID: 257, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 18, ID: 265, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 17, ID: 266, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 20, ID: 272, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 18, ID: 275, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 11, ID: 279, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 8, ID: 282, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 19, ID: 284, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 20, ID: 289, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 8, ID: 290, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 15, ID: 294, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 11, ID: 296, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 15, ID: 298, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 11, ID: 300, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 20, ID: 302, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 3, ID: 304, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 12, ID: 307, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 18, ID: 310, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 17, ID: 313, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 18, ID: 317, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 13, ID: 326, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 7, ID: 328, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 19, ID: 330, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 7, ID: 334, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 18, ID: 335, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 3, ID: 339, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 3, ID: 342, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 20, ID: 344, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 18, ID: 345, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 18, ID: 348, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 6, ID: 353, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 1, ID: 357, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 19, ID: 360, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 6, ID: 361, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 19, ID: 364, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 3, ID: 367, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 10, ID: 371, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 10, ID: 375, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 10, ID: 379, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 4, ID: 381, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 10, ID: 386, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 8, ID: 389, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 10, ID: 393, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 4, ID: 397, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 8, ID: 403, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 15, ID: 404, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 20, ID: 407, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 6, ID: 409, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 6, ID: 411, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 15, ID: 415, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 14, ID: 419, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 14, ID: 421, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 2, ID: 423, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 2, ID: 424, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 2, ID: 428, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 15, ID: 433, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 15, ID: 437, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 9, ID: 446, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 15, ID: 450, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 6, ID: 452, COR: GREEN, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 9, ID: 454, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 15, ID: 457, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 9, ID: 460, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 15, ID: 463, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 9, ID: 466, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 9, ID: 469, COR: RED, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 9, ID: 473, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 15, ID: 477, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 9, ID: 484, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 15, ID: 485, COR: GREEN, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 9, ID: 490, COR: RED, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 6, ID: 492, COR: BLUE, TIPO: SEDAN
VENDA -> LOJA: Loja1, CLIENTE: 9, ID: 495, COR: BLUE, TIPO: SUV
VENDA -> LOJA: Loja1, CLIENTE: 15, ID: 499, COR: RED, TIPO: SUV
