ID: 1, COR: RED, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 0, POS_EST: 0, LOJA: Loja3, POS_LOJA: 0
ID: 58, COR: RED, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 4, POS_EST: 0, LOJA: Loja1, POS_LOJA: 20
ID: 60, COR: BLUE, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 4, POS_EST: 0, LOJA: Loja3, POS_LOJA: 19
ID: 59, COR: GREEN, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 2, POS_EST: 0, LOJA: Loja2, POS_LOJA: 18
ID: 62, COR: RED, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 0, POS_EST: 0, LOJA: Loja1, POS_LOJA: 21
ID: 63, COR: BLUE, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 3, POS_EST: 0, LOJA: Loja2, POS_LOJA: 19
ID: 61, COR: GREEN, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 2, POS_EST: 0, LOJA: Loja3, POS_LOJA: 20
ID: 64, COR: RED, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 0, POS_EST: 0, LOJA: Loja1, POS_LOJA: 22
ID: 65, COR: GREEN, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 0, POS_EST: 0, LOJA: Loja2, POS_LOJA: 20
ID: 67, COR: RED, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 1, POS_EST: 0, LOJA: Loja3, POS_LOJA: 21
ID: 68, COR: GREEN, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 0, POS_EST: 0, LOJA: Loja2, POS_LOJA: 21
ID: 66, COR: BLUE, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 4, POS_EST: 0, LOJA: Loja1, POS_LOJA: 23
ID: 69, COR: BLUE, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 1, POS_EST: 0, LOJA: Loja3, POS_LOJA: 22
ID: 70, COR: RED, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 3, POS_EST: 0, LOJA: Loja2, POS_LOJA: 22
ID: 71, COR: GREEN, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 3, POS_EST: 0, LOJA: Loja1, POS_LOJA: 24
ID: 72, COR: BLUE, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 1, POS_EST: 0, LOJA: Loja3, POS_LOJA: 23
ID: 73, COR: RED, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 1, POS_EST: 0, LOJA: Loja2, POS_LOJA: 23
ID: 74, COR: GREEN, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 3, POS_EST: 0, LOJA: Loja1, POS_LOJA: 25
ID: 76, COR: RED, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 2, POS_EST: 0, LOJA: Loja2, POS_LOJA: 24
ID: 77, COR: GREEN, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 2, POS_EST: 0, LOJA: Loja3, POS_LOJA: 24
ID: 75, COR: BLUE, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 4, POS_EST: 0, LOJA: Loja1, POS_LOJA: 26
ID: 78, COR: BLUE, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 4, POS_EST: 0, LOJA: Loja2, POS_LOJA: 25
ID: 79, COR: RED, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 2, POS_EST: 0, LOJA: Loja3, POS_LOJA: 25
ID: 80, COR: GREEN, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 4, POS_EST: 0, LOJA: Loja1, POS_LOJA: 27
ID: 81, COR: BLUE, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 2, POS_EST: 0, LOJA: Loja1, POS_LOJA: 28
ID: 82, COR: RED, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 3, POS_EST: 0, LOJA: Loja3, POS_LOJA: 26
ID: 83, COR: GREEN, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 0, POS_EST: 0, LOJA: Loja2, POS_LOJA: 26
ID: 84, COR: BLUE, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 0, POS_EST: 0, LOJA: Loja1, POS_LOJA: 29
ID: 85, COR: RED, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 0, POS_EST: 0, LOJA: Loja2, POS_LOJA: 27
ID: 86, COR: GREEN, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 0, POS_EST: 0, LOJA: Loja2, POS_LOJA: 28
ID: 87, COR: BLUE, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 1, POS_EST: 0, LOJA: Loja3, POS_LOJA: 27
ID: 88, COR: RED, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 1, POS_EST: 0, LOJA: Loja1, POS_LOJA: 30
ID: 89, COR: GREEN, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 3, POS_EST: 0, LOJA: Loja3, POS_LOJA: 28
ID: 90, COR: BLUE, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 1, POS_EST: 0, LOJA: Loja2, POS_LOJA: 29
ID: 91, COR: RED, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 4, POS_EST: 0, LOJA: Loja1, POS_LOJA: 31
ID: 92, COR: GREEN, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 3, POS_EST: 0, LOJA: Loja3, POS_LOJA: 29
ID: 94, COR: RED, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 3, POS_EST: 0, LOJA: Loja1, POS_LOJA: 32
ID: 93, COR: BLUE, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 1, POS_EST: 0, LOJA: Loja2, POS_LOJA: 30
ID: 95, COR: GREEN, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 2, POS_EST: 0, LOJA: Loja2, POS_LOJA: 31
ID: 96, COR: BLUE, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 4, POS_EST: 0, LOJA: Loja3, POS_LOJA: 30
ID: 97, COR: RED, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 4, POS_EST: 0, LOJA: Loja1, POS_LOJA: 33
ID: 98, COR: GREEN, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 2, POS_EST: 0, LOJA: Loja1, POS_LOJA: 34
ID: 99, COR: BLUE, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 2, POS_EST: 0, LOJA: Loja2, POS_LOJA: 32
ID: 100, COR: RED, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 4, POS_EST: 0, LOJA: Loja3, POS_LOJA: 31
ID: 102, COR: BLUE, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 2, POS_EST: 0, LOJA: Loja3, POS_LOJA: 32
ID: 101, COR: GREEN, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 3, POS_EST: 0, LOJA: Loja2, POS_LOJA: 33
ID: 103, COR: RED, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 0, POS_EST: 0, LOJA: Loja1, POS_LOJA: 35
ID: 104, COR: GREEN, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 0, POS_EST: 0, LOJA: Loja3, POS_LOJA: 33
ID: 106, COR: RED, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 1, POS_EST: 0, LOJA: Loja1, POS_LOJA: 36
ID: 105, COR: BLUE, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 0, POS_EST: 0, LOJA: Loja2, POS_LOJA: 34
ID: 107, COR: GREEN, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 1, POS_EST: 0, LOJA: Loja3, POS_LOJA: 34
ID: 108, COR: BLUE, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 0, POS_EST: 0, LOJA: Loja2, POS_LOJA: 35
ID: 109, COR: RED, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 4, POS_EST: 0, LOJA: Loja1, POS_LOJA: 37
ID: 110, COR: GREEN, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 1, POS_EST: 0, LOJA: Loja3, POS_LOJA: 35
ID: 111, COR: BLUE, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 4, POS_EST: 0, LOJA: Loja1, POS_LOJA: 38
ID: 112, COR: RED, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 2, POS_EST: 0, LOJA: Loja3, POS_LOJA: 36
ID: 113, COR: GREEN, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 1, POS_EST: 0, LOJA: Loja1, POS_LOJA: 39
ID: 114, COR: BLUE, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 3, POS_EST: 0, LOJA: Loja2, POS_LOJA: 36
ID: 115, COR: RED, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 3, POS_EST: 0, LOJA: Loja3, POS_LOJA: 37
ID: 117, COR: BLUE, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 4, POS_EST: 0, LOJA: Loja2, POS_LOJA: 37
ID: 116, COR: GREEN, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 3, POS_EST: 0, LOJA: Loja1, POS_LOJA: 0
ID: 118, COR: RED, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 2, POS_EST: 0, LOJA: Loja2, POS_LOJA: 38
ID: 119, COR: GREEN, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 2, POS_EST: 0, LOJA: Loja3, POS_LOJA: 38
ID: 120, COR: BLUE, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 4, POS_EST: 0, LOJA: Loja2, POS_LOJA: 39
ID: 121, COR: RED, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 2, POS_EST: 0, LOJA: Loja3, POS_LOJA: 39
ID: 122, COR: GREEN, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 0, POS_EST: 0, LOJA: Loja3, POS_LOJA: 0
ID: 124, COR: RED, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 0, POS_EST: 0, LOJA: Loja2, POS_LOJA: 0
ID: 123, COR: BLUE, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 3, POS_EST: 0, LOJA: Loja1, POS_LOJA: 1
ID: 125, COR: GREEN, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 1, POS_EST: 0, LOJA: Loja3, POS_LOJA: 1
ID: 126, COR: BLUE, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 0, POS_EST: 0, LOJA: Loja1, POS_LOJA: 2
ID: 127, COR: RED, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 0, POS_EST: 0, LOJA: Loja3, POS_LOJA: 2
ID: 129, COR: BLUE, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 4, POS_EST: 0, LOJA: Loja1, POS_LOJA: 3
ID: 128, COR: GREEN, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 1, POS_EST: 0, LOJA: Loja2, POS_LOJA: 1
ID: 130, COR: RED, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 4, POS_EST: 0, LOJA: Loja3, POS_LOJA: 3
ID: 132, COR: BLUE, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 2, POS_EST: 0, LOJA: Loja2, POS_LOJA: 2
ID: 131, COR: GREEN, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 1, POS_EST: 0, LOJA: Loja1, POS_LOJA: 4
ID: 133, COR: RED, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 1, POS_EST: 0, LOJA: Loja3, POS_LOJA: 4
ID: 135, COR: BLUE, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 3, POS_EST: 0, LOJA: Loja2, POS_LOJA: 3
ID: 134, COR: GREEN, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 3, POS_EST: 0, LOJA: Loja1, POS_LOJA: 5
ID: 137, COR: RED, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 4, POS_EST: 0, LOJA: Loja3, POS_LOJA: 5
ID: 136, COR: GREEN, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 3, POS_EST: 0, LOJA: Loja2, POS_LOJA: 4
ID: 138, COR: BLUE, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 2, POS_EST: 0, LOJA: Loja2, POS_LOJA: 5
ID: 139, COR: RED, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 2, POS_EST: 0, LOJA: Loja1, POS_LOJA: 6
ID: 140, COR: GREEN, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 4, POS_EST: 0, LOJA: Loja3, POS_LOJA: 6
ID: 141, COR: BLUE, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 2, POS_EST: 0, LOJA: Loja1, POS_LOJA: 7
ID: 142, COR: RED, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 0, POS_EST: 0, LOJA: Loja3, POS_LOJA: 7
ID: 144, COR: BLUE, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 1, POS_EST: 0, LOJA: Loja2, POS_LOJA: 6
ID: 145, COR: RED, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 3, POS_EST: 0, LOJA: Loja1, POS_LOJA: 8
ID: 143, COR: GREEN, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 0, POS_EST: 0, LOJA: Loja3, POS_LOJA: 8
ID: 146, COR: GREEN, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 0, POS_EST: 0, LOJA: Loja2, POS_LOJA: 7
ID: 148, COR: RED, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 4, POS_EST: 0, LOJA: Loja1, POS_LOJA: 9
ID: 147, COR: BLUE, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 0, POS_EST: 0, LOJA: Loja2, POS_LOJA: 8
ID: 149, COR: GREEN, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 1, POS_EST: 0, LOJA: Loja1, POS_LOJA: 10
ID: 151, COR: RED, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 1, POS_EST: 0, LOJA: Loja2, POS_LOJA: 9
ID: 150, COR: BLUE, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 4, POS_EST: 0, LOJA: Loja3, POS_LOJA: 9
ID: 152, COR: GREEN, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 2, POS_EST: 0, LOJA: Loja2, POS_LOJA: 10
ID: 153, COR: BLUE, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 3, POS_EST: 0, LOJA: Loja1, POS_LOJA: 11
ID: 154, COR: RED, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 1, POS_EST: 0, LOJA: Loja1, POS_LOJA: 12
ID: 156, COR: BLUE, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 3, POS_EST: 0, LOJA: Loja3, POS_LOJA: 10
ID: 155, COR: GREEN, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 3, POS_EST: 0, LOJA: Loja2, POS_LOJA: 11
ID: 157, COR: RED, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 4, POS_EST: 0, LOJA: Loja1, POS_LOJA: 13
ID: 158, COR: GREEN, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 2, POS_EST: 0, LOJA: Loja3, POS_LOJA: 11
ID: 159, COR: BLUE, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 2, POS_EST: 0, LOJA: Loja2, POS_LOJA: 12
ID: 160, COR: RED, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 4, POS_EST: 0, LOJA: Loja3, POS_LOJA: 12
ID: 161, COR: GREEN, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 0, POS_EST: 0, LOJA: Loja3, POS_LOJA: 13
ID: 162, COR: BLUE, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 2, POS_EST: 0, LOJA: Loja2, POS_LOJA: 13
ID: 163, COR: RED, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 1, POS_EST: 0, LOJA: Loja1, POS_LOJA: 14
ID: 164, COR: GREEN, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 0, POS_EST: 0, LOJA: Loja2, POS_LOJA: 14
ID: 165, COR: BLUE, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 3, POS_EST: 0, LOJA: Loja3, POS_LOJA: 14
ID: 167, COR: GREEN, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 0, POS_EST: 0, LOJA: Loja1, POS_LOJA: 15
ID: 166, COR: RED, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 0, POS_EST: 0, LOJA: Loja2, POS_LOJA: 15
ID: 168, COR: BLUE, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 4, POS_EST: 0, LOJA: Loja3, POS_LOJA: 15
ID: 169, COR: RED, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 4, POS_EST: 0, LOJA: Loja1, POS_LOJA: 16
ID: 170, COR: GREEN, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 1, POS_EST: 0, LOJA: Loja1, POS_LOJA: 17
ID: 172, COR: RED, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 1, POS_EST: 0, LOJA: Loja2, POS_LOJA: 16
ID: 171, COR: BLUE, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 3, POS_EST: 0, LOJA: Loja3, POS_LOJA: 16
ID: 173, COR: GREEN, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 2, POS_EST: 0, LOJA: Loja1, POS_LOJA: 18
ID: 174, COR: BLUE, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 1, POS_EST: 0, LOJA: Loja2, POS_LOJA: 17
ID: 175, COR: RED, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 4, POS_EST: 0, LOJA: Loja1, POS_LOJA: 19
ID: 176, COR: GREEN, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 3, POS_EST: 0, LOJA: Loja3, POS_LOJA: 17
ID: 177, COR: BLUE, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 3, POS_EST: 0, LOJA: Loja2, POS_LOJA: 18
ID: 178, COR: RED, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 2, POS_EST: 0, LOJA: Loja3, POS_LOJA: 18
ID: 179, COR: GREEN, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 2, POS_EST: 0, LOJA: Loja1, POS_LOJA: 20
ID: 180, COR: BLUE, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 4, POS_EST: 0, LOJA: Loja3, POS_LOJA: 19
ID: 181, COR: RED, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 2, POS_EST: 0, LOJA: Loja1, POS_LOJA: 21
ID: 182, COR: GREEN, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 0, POS_EST: 0, LOJA: Loja1, POS_LOJA: 22
