ID: 1, COR: RED, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 0, POS_EST: 0
ID: 21, COR: BLUE, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 0, POS_EST: 20
ID: 22, COR: RED, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 0, POS_EST: 21
ID: 23, COR: GREEN, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 2, POS_EST: 22
ID: 24, COR: BLUE, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 3, POS_EST: 23
ID: 25, COR: RED, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 0, POS_EST: 24
ID: 26, COR: GREEN, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 0, POS_EST: 25
ID: 29, COR: RED, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 1, POS_EST: 27
ID: 34, COR: RED, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 1, POS_EST: 33
ID: 30, COR: BLUE, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 4, POS_EST: 29
ID: 31, COR: RED, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 1, POS_EST: 30
ID: 28, COR: GREEN, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 3, POS_EST: 28
ID: 32, COR: GREEN, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 3, POS_EST: 31
ID: 33, COR: BLUE, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 1, POS_EST: 32
ID: 27, COR: BLUE, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 3, POS_EST: 26
ID: 39, COR: BLUE, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 2, POS_EST: 38
ID: 38, COR: GREEN, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 4, POS_EST: 37
ID: 37, COR: RED, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 2, POS_EST: 36
ID: 36, COR: BLUE, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 4, POS_EST: 35
ID: 35, COR: GREEN, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 2, POS_EST: 34
ID: 40, COR: RED, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 4, POS_EST: 39
ID: 41, COR: GREEN, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 0, POS_EST: 0
ID: 42, COR: BLUE, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 0, POS_EST: 1
ID: 43, COR: RED, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 2, POS_EST: 2
ID: 44, COR: GREEN, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 3, POS_EST: 3
ID: 45, COR: BLUE, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 0, POS_EST: 4
ID: 46, COR: RED, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 0, POS_EST: 5
ID: 47, COR: GREEN, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 1, POS_EST: 6
ID: 48, COR: BLUE, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 1, POS_EST: 7
ID: 49, COR: RED, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 4, POS_EST: 8
ID: 50, COR: GREEN, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 1, POS_EST: 9
ID: 51, COR: BLUE, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 3, POS_EST: 10
ID: 52, COR: RED, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 3, POS_EST: 11
ID: 53, COR: GREEN, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 1, POS_EST: 12
ID: 56, COR: GREEN, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 3, POS_EST: 13
ID: 55, COR: RED, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 2, POS_EST: 15
ID: 57, COR: BLUE, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 4, POS_EST: 16
ID: 54, COR: BLUE, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 2, POS_EST: 14
ID: 58, COR: RED, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 4, POS_EST: 18
ID: 59, COR: GREEN, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 2, POS_EST: 19
ID: 60, COR: BLUE, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 4, POS_EST: 17
ID: 61, COR: RED, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 2, POS_EST: 20
ID: 63, COR: GREEN, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 3, POS_EST: 21
ID: 62, COR: BLUE, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 0, POS_EST: 22
ID: 64, COR: RED, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 0, POS_EST: 23
ID: 65, COR: GREEN, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 0, POS_EST: 24
ID: 67, COR: RED, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 0, POS_EST: 26
ID: 71, COR: GREEN, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 3, POS_EST: 30
ID: 72, COR: BLUE, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 1, POS_EST: 31
ID: 66, COR: BLUE, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 1, POS_EST: 25
ID: 69, COR: BLUE, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 1, POS_EST: 28
ID: 70, COR: RED, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 3, POS_EST: 29
ID: 68, COR: GREEN, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 4, POS_EST: 27
ID: 73, COR: RED, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 1, POS_EST: 32
ID: 74, COR: GREEN, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 3, POS_EST: 33
ID: 77, COR: GREEN, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 2, POS_EST: 36
ID: 76, COR: RED, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 4, POS_EST: 35
ID: 75, COR: BLUE, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 2, POS_EST: 34
ID: 78, COR: BLUE, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 4, POS_EST: 37
ID: 79, COR: RED, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 2, POS_EST: 38
ID: 80, COR: GREEN, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 4, POS_EST: 39
ID: 81, COR: BLUE, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 3, POS_EST: 0
ID: 82, COR: RED, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 2, POS_EST: 1
ID: 83, COR: GREEN, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 0, POS_EST: 2
ID: 85, COR: RED, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 0, POS_EST: 4
ID: 84, COR: BLUE, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 0, POS_EST: 3
ID: 87, COR: GREEN, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 1, POS_EST: 5
ID: 86, COR: BLUE, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 0, POS_EST: 6
ID: 88, COR: RED, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 1, POS_EST: 7
ID: 91, COR: RED, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 4, POS_EST: 10
ID: 90, COR: BLUE, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 3, POS_EST: 9
ID: 89, COR: GREEN, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 1, POS_EST: 8
ID: 92, COR: GREEN, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 3, POS_EST: 11
ID: 93, COR: BLUE, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 1, POS_EST: 12
ID: 94, COR: RED, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 3, POS_EST: 13
ID: 95, COR: GREEN, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 4, POS_EST: 14
ID: 96, COR: BLUE, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 2, POS_EST: 15
ID: 97, COR: RED, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 4, POS_EST: 16
ID: 98, COR: GREEN, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 2, POS_EST: 17
ID: 99, COR: BLUE, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 2, POS_EST: 18
ID: 100, COR: RED, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 4, POS_EST: 19
ID: 102, COR: BLUE, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 2, POS_EST: 21
ID: 101, COR: GREEN, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 3, POS_EST: 20
ID: 103, COR: RED, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 0, POS_EST: 22
ID: 104, COR: GREEN, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 0, POS_EST: 23
ID: 105, COR: BLUE, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 1, POS_EST: 24
ID: 106, COR: RED, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 0, POS_EST: 25
ID: 107, COR: GREEN, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 1, POS_EST: 26
ID: 108, COR: BLUE, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 0, POS_EST: 27
ID: 109, COR: RED, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 4, POS_EST: 28
ID: 110, COR: GREEN, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 1, POS_EST: 29
ID: 111, COR: BLUE, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 4, POS_EST: 30
ID: 112, COR: RED, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 2, POS_EST: 31
ID: 114, COR: BLUE, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 1, POS_EST: 33
ID: 113, COR: GREEN, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 3, POS_EST: 32
ID: 115, COR: RED, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 3, POS_EST: 34
ID: 117, COR: BLUE, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 4, POS_EST: 36
ID: 116, COR: GREEN, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 3, POS_EST: 35
ID: 118, COR: RED, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 2, POS_EST: 37
ID: 119, COR: GREEN, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 2, POS_EST: 38
ID: 120, COR: BLUE, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 4, POS_EST: 39
ID: 121, COR: RED, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 2, POS_EST: 0
ID: 122, COR: GREEN, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 0, POS_EST: 1
ID: 123, COR: BLUE, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 0, POS_EST: 2
ID: 124, COR: RED, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 3, POS_EST: 3
ID: 125, COR: GREEN, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 1, POS_EST: 4
ID: 126, COR: BLUE, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 0, POS_EST: 5
ID: 129, COR: BLUE, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 4, POS_EST: 8
ID: 128, COR: GREEN, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 0, POS_EST: 7
ID: 127, COR: RED, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 1, POS_EST: 6
ID: 130, COR: RED, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 4, POS_EST: 9
ID: 131, COR: GREEN, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 2, POS_EST: 10
ID: 132, COR: BLUE, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 1, POS_EST: 11
ID: 135, COR: BLUE, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 3, POS_EST: 13
ID: 133, COR: RED, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 1, POS_EST: 12
ID: 136, COR: RED, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 3, POS_EST: 14
ID: 134, COR: GREEN, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 3, POS_EST: 15
ID: 137, COR: GREEN, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 4, POS_EST: 16
ID: 138, COR: BLUE, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 2, POS_EST: 17
ID: 139, COR: RED, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 2, POS_EST: 18
ID: 140, COR: GREEN, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 4, POS_EST: 19
ID: 141, COR: BLUE, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 2, POS_EST: 20
ID: 142, COR: RED, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 0, POS_EST: 21
ID: 145, COR: RED, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 1, POS_EST: 24
ID: 144, COR: BLUE, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 0, POS_EST: 23
ID: 143, COR: GREEN, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 3, POS_EST: 22
ID: 146, COR: GREEN, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 0, POS_EST: 25
ID: 147, COR: RED, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 0, POS_EST: 27
ID: 148, COR: BLUE, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 4, POS_EST: 26
ID: 149, COR: GREEN, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 4, POS_EST: 28
ID: 150, COR: BLUE, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 1, POS_EST: 29
ID: 151, COR: RED, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 1, POS_EST: 30
ID: 152, COR: GREEN, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 2, POS_EST: 31
ID: 153, COR: BLUE, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 3, POS_EST: 32
ID: 154, COR: RED, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 3, POS_EST: 33
ID: 155, COR: GREEN, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 1, POS_EST: 34
ID: 157, COR: RED, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 4, POS_EST: 36
ID: 156, COR: BLUE, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 3, POS_EST: 35
ID: 158, COR: GREEN, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 2, POS_EST: 37
ID: 159, COR: BLUE, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 2, POS_EST: 38
ID: 160, COR: RED, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 4, POS_EST: 39
ID: 161, COR: GREEN, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 2, POS_EST: 0
ID: 162, COR: BLUE, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 0, POS_EST: 1
ID: 163, COR: RED, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 1, POS_EST: 2
ID: 164, COR: GREEN, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 0, POS_EST: 3
ID: 166, COR: GREEN, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 3, POS_EST: 5
ID: 165, COR: BLUE, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 0, POS_EST: 4
ID: 167, COR: RED, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 0, POS_EST: 6
ID: 168, COR: BLUE, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 4, POS_EST: 7
ID: 169, COR: RED, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 4, POS_EST: 8
ID: 170, COR: GREEN, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 1, POS_EST: 9
ID: 172, COR: RED, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 3, POS_EST: 11
ID: 171, COR: BLUE, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 1, POS_EST: 10
ID: 173, COR: GREEN, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 2, POS_EST: 12
ID: 174, COR: BLUE, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 1, POS_EST: 13
ID: 175, COR: RED, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 4, POS_EST: 14
ID: 176, COR: GREEN, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 3, POS_EST: 15
ID: 177, COR: BLUE, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 3, POS_EST: 16
ID: 178, COR: RED, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 2, POS_EST: 17
ID: 179, COR: GREEN, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 2, POS_EST: 18
ID: 180, COR: BLUE, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 4, POS_EST: 19
ID: 181, COR: RED, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 2, POS_EST: 20
ID: 183, COR: BLUE, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 0, POS_EST: 22
ID: 182, COR: GREEN, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 1, POS_EST: 21
ID: 184, COR: RED, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 3, POS_EST: 23
ID: 185, COR: GREEN, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 0, POS_EST: 24
ID: 186, COR: BLUE, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 0, POS_EST: 25
ID: 187, COR: RED, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 4, POS_EST: 26
ID: 188, COR: GREEN, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 0, POS_EST: 27
ID: 189, COR: BLUE, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 3, POS_EST: 28
ID: 190, COR: RED, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 1, POS_EST: 29
ID: 191, COR: GREEN, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 4, POS_EST: 30
ID: 192, COR: BLUE, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 1, POS_EST: 31
ID: 193, COR: RED, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 2, POS_EST: 32
ID: 194, COR: GREEN, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 4, POS_EST: 33
ID: 196, COR: RED, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 3, POS_EST: 35
ID: 195, COR: BLUE, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 1, POS_EST: 34
ID: 197, COR: GREEN, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 3, POS_EST: 36
ID: 198, COR: BLUE, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 2, POS_EST: 37
ID: 199, COR: RED, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 2, POS_EST: 38
ID: 200, COR: GREEN, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 4, POS_EST: 39
ID: 201, COR: BLUE, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 2, POS_EST: 0
ID: 203, COR: GREEN, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 0, POS_EST: 2
ID: 202, COR: RED, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 1, POS_EST: 1
ID: 204, COR: BLUE, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 3, POS_EST: 3
ID: 205, COR: RED, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 0, POS_EST: 4
ID: 207, COR: BLUE, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 4, POS_EST: 5
ID: 206, COR: GREEN, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 0, POS_EST: 6
ID: 208, COR: RED, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 0, POS_EST: 7
ID: 209, COR: GREEN, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 3, POS_EST: 8
ID: 210, COR: BLUE, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 1, POS_EST: 9
ID: 211, COR: RED, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 1, POS_EST: 10
ID: 212, COR: GREEN, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 4, POS_EST: 11
ID: 213, COR: BLUE, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 2, POS_EST: 12
ID: 214, COR: RED, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 4, POS_EST: 13
ID: 215, COR: GREEN, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 3, POS_EST: 14
ID: 217, COR: RED, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 3, POS_EST: 15
ID: 216, COR: BLUE, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 1, POS_EST: 16
ID: 218, COR: GREEN, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 2, POS_EST: 17
ID: 219, COR: BLUE, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 2, POS_EST: 18
ID: 220, COR: RED, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 4, POS_EST: 19
ID: 221, COR: GREEN, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 2, POS_EST: 20
ID: 222, COR: BLUE, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 1, POS_EST: 21
ID: 223, COR: RED, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 0, POS_EST: 22
ID: 224, COR: GREEN, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 3, POS_EST: 23
ID: 225, COR: BLUE, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 0, POS_EST: 24
ID: 226, COR: RED, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 0, POS_EST: 25
ID: 227, COR: GREEN, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 4, POS_EST: 26
ID: 228, COR: BLUE, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 0, POS_EST: 27
ID: 229, COR: RED, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 3, POS_EST: 28
ID: 230, COR: GREEN, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 1, POS_EST: 29
ID: 231, COR: BLUE, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 4, POS_EST: 30
ID: 232, COR: RED, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 4, POS_EST: 31
ID: 233, COR: GREEN, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 1, POS_EST: 32
ID: 234, COR: BLUE, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 3, POS_EST: 33
ID: 235, COR: RED, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 2, POS_EST: 34
ID: 236, COR: GREEN, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 3, POS_EST: 35
ID: 237, COR: BLUE, TIPO: SUV, ESTACAO: 3, FUNCIONARIO: 2, POS_EST: 36
ID: 238, COR: RED, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 1, POS_EST: 37
ID: 239, COR: GREEN, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 2, POS_EST: 38
ID: 240, COR: BLUE, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 4, POS_EST: 39
ID: 241, COR: RED, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 1, POS_EST: 0
ID: 242, COR: GREEN, TIPO: SEDAN, ESTACAO: 2, FUNCIONARIO: 0, POS_EST: 1
ID: 243, COR: BLUE, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 2, POS_EST: 2
ID: 244, COR: RED, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 3, POS_EST: 3
ID: 245, COR: GREEN, TIPO: SUV, ESTACAO: 1, FUNCIONARIO: 0, POS_EST: 4
ID: 246, COR: BLUE, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 0, POS_EST: 5
ID: 247, COR: RED, TIPO: SUV, ESTACAO: 0, FUNCIONARIO: 4, POS_EST: 6
ID: 249, COR: BLUE, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 3, POS_EST: 8
ID: 248, COR: GREEN, TIPO: SEDAN, ESTACAO: 0, FUNCIONARIO: 0, POS_EST: 7
ID: 250, COR: RED, TIPO: SEDAN, ESTACAO: 1, FUNCIONARIO: 1, POS_EST: 9
ID: 251, COR: GREEN, TIPO: SUV, ESTACAO: 2, FUNCIONARIO: 4, POS_EST: 10
ID: 252, COR: BLUE, TIPO: SEDAN, ESTACAO: 3, FUNCIONARIO: 4, POS_EST: 11
